id,x,y,z,distance,flags?
B05-206,-2.487565,-25.788502,18.35075,31.748776993700545,okay
B05-206,-2.487565,-25.788502,18.35075,31.748776993700545,okay
B05-206,-2.487565,-25.788502,18.35075,31.748776993700545,okay
B08-234,0.42836,-29.425302,9.095027,30.801808489300313,okay
B08-234,0.42836,-29.425302,9.095027,30.801808489300313,okay
B08-234,0.42836,-29.425302,9.095027,30.801808489300313,okay
B08-234,0.42836,-29.425302,9.095027,30.801808489300313,okay
B05-206,-2.487565,-25.788502,18.35075,31.748776993700545,!off center
